x,y,r,cd,thickness,hotspot,hotspot_mask,E_true,p_defect,failure,p_mle,p50_mc,p95_mc
-1.0,-1.0,1.0,-0.011692953125259576,0.29017602118936686,0.0,0,-1.8111959917842761,0.8595063585730479,1,0.8642465939525104,0.8582676478929356,0.8637198575371784
-0.9899497487437185,-1.0,0.9949875640021214,-0.011328206835002592,0.32081674446210295,0.0,0,-1.8436880691100273,0.8633843052753344,1,0.8676407569390396,0.8587130582894278,0.8641116764849216
-0.9798994974874372,-1.0,0.9900007639330718,-0.011015496548453744,0.31636515686757954,0.0,0,-1.8411684004554187,0.8630868334943279,1,0.8674106307039168,0.859001781510436,0.8648207957503335
-0.9698492462311558,-1.0,0.9850399891413396,-0.010748188343479194,0.3233901467780512,0.0,0,-1.8501937865151106,0.8641498541417321,1,0.868358003900901,0.8590363616143417,0.8643258250653928
-0.9597989949748744,-1.0,0.9801056348054477,-0.010519146907710487,0.2936193348625651,0.0,0,-1.822478851403387,0.8608633037788614,1,0.8655305026273212,0.8596378213069451,0.8649717207890794
-0.949748743718593,-1.0,0.975198101975964,-0.010321109676945878,0.28135869671513075,0.0,0,-1.8123163380846585,0.8596415917079215,1,0.8644931320610663,0.860132881400237,0.8651864208564164
-0.9396984924623115,-1.0,0.9703177976147662,-0.010147042288537182,0.3094026928040111,0.0,0,-1.842487877622554,0.8632426787223236,1,0.8676316071125579,0.8602173216010307,0.8652724072995879
-0.9296482412060302,-1.0,0.9654651346313509,-0.009990462959321222,0.2775339386845125,0.0,0,-1.812764242825587,0.8596956262597213,1,0.8645763013551719,0.8604347115125504,0.865785161203196
-0.9195979899497487,-1.0,0.9606405319159759,-0.009845724912138004,0.2646465261250574,0.0,0,-1.8020291773491088,0.8583957660510217,0,0.8634687490727704,0.8609865621453077,0.8664218575783634
-0.9095477386934674,-1.0,0.9558444143694097,-0.009708247826213701,0.28007833008781785,0.0,0,-1.8196121189751266,0.8605195778823943,1,0.8653222072664982,0.8606399293064073,0.8661560912221609
-0.8994974874371859,-1.0,0.9510772129290582,-0.00957469140286246,0.3127876652204803,0.0,0,-1.8544651683380116,0.8646505130166313,0,0.8689175955333048,0.8612995246154785,0.8667897223663696
-0.8894472361809045,-1.0,0.9463393645912257,-0.009443066439695552,0.30030135244230005,0.0,0,-1.8441113554373822,0.8634342250001418,1,0.867878092998955,0.8614426351788367,0.8670497884983636
-0.8793969849246231,-1.0,0.9416313124292643,-0.009312781209749852,0.31473769537280905,0.0,0,-1.8606676997569542,0.8653747549088923,1,0.869576372506143,0.8621024368470404,0.866964203497027
-0.8693467336683417,-1.0,0.9369535056073526,-0.009184623360889226,0.30648530662888207,0.0,0,-1.8545240044135503,0.8646573984550227,1,0.8689689199915911,0.861817298382284,0.8674176891178215
-0.8592964824120604,-1.0,0.9323063993896373,-0.009060679901010324,0.2839904490387538,0.0,0,-1.8341300539817,0.8622529990632302,0,0.8668997797524154,0.8622116392825332,0.8681396008601759
-0.8492462311557789,-1.0,0.9276904551444664,-0.00894420003571229,0.30088068580913757,-0.0,0,-1.8531190185583308,0.8644928957569509,1,0.8688549742369255,0.8622424039450769,0.8681563216703327
-0.8391959798994975,-1.0,0.9231061403434271,-0.008839407603768949,0.3047203791610515,0.0,0,-1.859062615650765,0.8651876508540572,1,0.8694707415744732,0.8628942383403504,0.8686325245908662
-0.8291457286432161,-1.0,0.9185539285549025,-0.00875127154788339,0.291415904676626,0.0,0,-1.847875912234624,0.8638775178155538,1,0.8683469194403471,0.8629171709359017,0.8688941784092056
